cline,rep,group,Exp,dose,ncells,ncolonies,pe,norm_pe
GBM549,2.0,MSC-EV,r04,6.0,2000.0,2.0,0.001,0.11842105263157895
GBM549,2.0,FBS,r04,6.0,2000.0,1.0,0.0005,0.06666666666666667
GBM549,2.0,CTRL,r05,6.0,2000.0,2.0,0.001,0.10344827586206895
GBM549,2.0,FBS,r05,6.0,2000.0,3.0,0.0015,0.2
GBM549,2.0,BMP4,r05,6.0,2000.0,6.0,0.003,0.375
GBM549,2.0,MSC-EV,r05,6.0,2000.0,1.0,0.0005,0.05921052631578948
GBM549,2.0,MSC-BMP4,r05,6.0,2000.0,1.0,0.0005,0.05
GBM549,2.0,MSC-BMP4,r06,6.0,2000.0,3.0,0.0015,0.15
GBM549,2.0,BMP4,r06,6.0,2000.0,4.0,0.002,0.25
GBM549,2.0,FBS,r06,6.0,2000.0,2.0,0.001,0.13333333333333333
GBM549,2.0,CTRL,r06,6.0,2000.0,5.0,0.0025,0.2586206896551724
GBM549,2.0,BMP4,r01,6.0,2000.0,1.0,0.0005,0.0625
GBM549,2.0,MSC-BMP4,r01,6.0,2000.0,2.0,0.001,0.1
GBM549,2.0,MSC-BMP4,r02,6.0,2000.0,3.0,0.0015,0.15
GBM549,2.0,MSC-EV,r02,6.0,2000.0,4.0,0.002,0.2368421052631579
GBM549,2.0,BMP4,r02,6.0,2000.0,1.0,0.0005,0.0625
GBM549,2.0,FBS,r02,6.0,2000.0,1.0,0.0005,0.06666666666666667
GBM549,2.0,CTRL,r02,6.0,2000.0,3.0,0.0015,0.15517241379310343
GBM549,2.0,CTRL,r03,6.0,2000.0,2.0,0.001,0.10344827586206895
GBM549,2.0,FBS,r03,6.0,2000.0,3.0,0.0015,0.2
GBM549,2.0,BMP4,r03,6.0,2000.0,3.0,0.0015,0.1875
GBM549,2.0,MSC-EV,r03,6.0,2000.0,1.0,0.0005,0.05921052631578948
GBM549,2.0,MSC-BMP4,r03,6.0,2000.0,1.0,0.0005,0.05
GBM549,2.0,MSC-BMP4,r04,6.0,2000.0,3.0,0.0015,0.15
GBM549,2.0,MSC-EV,r04,6.0,2000.0,1.0,0.0005,0.05921052631578948
GBM549,2.0,BMP4,r04,6.0,2000.0,1.0,0.0005,0.0625
GBM549,2.0,FBS,r04,6.0,2000.0,2.0,0.001,0.13333333333333333
GBM549,2.0,CTRL,r04,6.0,2000.0,1.0,0.0005,0.051724137931034475
GBM549,2.0,CTRL,r05,6.0,2000.0,1.0,0.0005,0.051724137931034475
GBM549,2.0,FBS,r05,6.0,2000.0,2.0,0.001,0.13333333333333333
GBM549,2.0,MSC-BMP4,r05,6.0,2000.0,3.0,0.0015,0.15
GBM549,2.0,MSC-BMP4,r06,6.0,2000.0,2.0,0.001,0.1
GBM549,2.0,MSC-EV,r06,6.0,2000.0,1.0,0.0005,0.05921052631578948
GBM549,2.0,BMP4,r06,6.0,2000.0,1.0,0.0005,0.0625
GBM549,2.0,FBS,r06,6.0,2000.0,1.0,0.0005,0.06666666666666667
GBM549,2.0,CTRL,r06,6.0,2000.0,6.0,0.003,0.31034482758620685
GBM549,2.0,CTRL,r01,4.0,1000.0,2.0,0.002,0.2068965517241379
GBM549,2.0,FBS,r01,4.0,1000.0,2.0,0.002,0.26666666666666666
GBM549,2.0,BMP4,r01,4.0,1000.0,3.0,0.003,0.375
GBM549,2.0,MSC-EV,r01,4.0,1000.0,2.0,0.002,0.2368421052631579
GBM549,2.0,MSC-BMP4,r01,4.0,1000.0,2.0,0.002,0.2
GBM549,2.0,MSC-BMP4,r02,4.0,1000.0,8.0,0.008,0.8
GBM549,2.0,MSC-EV,r02,4.0,1000.0,16.0,0.016,1.8947368421052633
GBM549,2.0,BMP4,r02,4.0,1000.0,9.0,0.009,1.125
GBM549,2.0,FBS,r02,4.0,1000.0,16.0,0.016,2.1333333333333333
GBM549,2.0,CTRL,r02,4.0,1000.0,8.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r03,4.0,1000.0,9.0,0.009,0.9310344827586204
GBM549,2.0,FBS,r03,4.0,1000.0,8.0,0.008,1.0666666666666667
GBM549,2.0,BMP4,r03,4.0,1000.0,9.0,0.009,1.125
GBM549,2.0,MSC-EV,r03,4.0,1000.0,11.0,0.011,1.3026315789473684
GBM549,2.0,MSC-BMP4,r03,4.0,1000.0,9.0,0.009,0.8999999999999999
GBM549,2.0,MSC-BMP4,r04,4.0,1000.0,1.0,0.001,0.1
GBM549,2.0,MSC-EV,r04,4.0,1000.0,1.0,0.001,0.11842105263157895
GBM549,2.0,BMP4,r04,4.0,1000.0,1.0,0.001,0.125
GBM549,2.0,FBS,r04,4.0,1000.0,3.0,0.003,0.4
GBM549,2.0,CTRL,r04,4.0,1000.0,2.0,0.002,0.2068965517241379
GBM549,2.0,CTRL,r05,4.0,1000.0,4.0,0.004,0.4137931034482758
GBM549,2.0,FBS,r05,4.0,1000.0,3.0,0.003,0.4
GBM549,2.0,BMP4,r05,4.0,1000.0,1.0,0.001,0.125
GBM549,2.0,MSC-EV,r05,4.0,1000.0,2.0,0.002,0.2368421052631579
GBM549,2.0,MSC-BMP4,r05,4.0,1000.0,2.0,0.002,0.2
GBM549,2.0,MSC-BMP4,r06,4.0,1000.0,5.0,0.005,0.5
GBM549,2.0,MSC-EV,r06,4.0,1000.0,6.0,0.006,0.7105263157894738
GBM549,2.0,BMP4,r06,4.0,1000.0,12.0,0.012,1.5
GBM549,2.0,FBS,r06,4.0,1000.0,9.0,0.009,1.2
GBM549,2.0,CTRL,r01,4.0,1000.0,11.0,0.011,1.1379310344827582
GBM549,2.0,FBS,r01,4.0,1000.0,11.0,0.011,1.4666666666666666
GBM549,2.0,BMP4,r01,4.0,1000.0,7.0,0.007,0.875
GBM549,2.0,MSC-EV,r01,4.0,1000.0,12.0,0.012,1.4210526315789476
GBM549,2.0,MSC-BMP4,r01,4.0,1000.0,6.0,0.006,0.6
GBM549,2.0,MSC-BMP4,r02,4.0,1000.0,1.0,0.001,0.1
GBM549,2.0,MSC-EV,r02,4.0,1000.0,1.0,0.001,0.11842105263157895
GBM549,2.0,BMP4,r02,4.0,1000.0,1.0,0.001,0.125
GBM549,2.0,FBS,r02,4.0,1000.0,1.0,0.001,0.13333333333333333
GBM549,2.0,CTRL,r02,4.0,1000.0,3.0,0.003,0.31034482758620685
GBM549,2.0,CTRL,r03,4.0,1000.0,4.0,0.004,0.4137931034482758
GBM549,2.0,FBS,r03,4.0,1000.0,2.0,0.002,0.26666666666666666
GBM549,2.0,BMP4,r03,4.0,1000.0,2.0,0.002,0.25
GBM549,2.0,MSC-EV,r03,4.0,1000.0,3.0,0.003,0.3552631578947369
GBM549,2.0,MSC-BMP4,r03,4.0,1000.0,2.0,0.002,0.2
GBM549,2.0,MSC-EV,r04,4.0,1000.0,9.0,0.009,1.0657894736842106
GBM549,2.0,BMP4,r04,4.0,1000.0,8.0,0.008,1.0
GBM549,2.0,FBS,r04,4.0,1000.0,12.0,0.012,1.6
GBM549,2.0,CTRL,r04,4.0,1000.0,9.0,0.009,0.9310344827586204
GBM549,2.0,CTRL,r05,4.0,1000.0,11.0,0.011,1.1379310344827582
GBM549,2.0,FBS,r05,4.0,1000.0,15.0,0.015,2.0
GBM549,2.0,BMP4,r05,4.0,1000.0,11.0,0.011,1.375
GBM549,2.0,MSC-EV,r05,4.0,1000.0,12.0,0.012,1.4210526315789476
GBM549,2.0,MSC-BMP4,r05,4.0,1000.0,11.0,0.011,1.0999999999999999
GBM549,2.0,MSC-BMP4,r06,4.0,1000.0,1.0,0.001,0.1
GBM549,2.0,MSC-EV,r06,4.0,1000.0,3.0,0.003,0.3552631578947369
GBM549,2.0,BMP4,r06,4.0,1000.0,1.0,0.001,0.125
GBM549,2.0,FBS,r06,4.0,1000.0,5.0,0.005,0.6666666666666667
GBM549,2.0,CTRL,r06,4.0,1000.0,1.0,0.001,0.10344827586206895
GBM549,2.0,CTRL,r01,2.0,500.0,1.0,0.002,0.2068965517241379
GBM549,2.0,FBS,r01,2.0,500.0,1.0,0.002,0.26666666666666666
GBM549,2.0,BMP4,r01,2.0,500.0,1.0,0.002,0.25
GBM549,2.0,MSC-EV,r01,2.0,500.0,4.0,0.008,0.9473684210526316
GBM549,2.0,MSC-BMP4,r01,2.0,500.0,4.0,0.008,0.8
GBM549,2.0,MSC-BMP4,r02,2.0,500.0,1.0,0.002,0.2
GBM549,2.0,MSC-EV,r02,2.0,500.0,1.0,0.002,0.2368421052631579
GBM549,2.0,FBS,r02,2.0,500.0,1.0,0.002,0.26666666666666666
GBM549,2.0,CTRL,r02,2.0,500.0,3.0,0.006,0.6206896551724137
GBM549,2.0,CTRL,r03,2.0,500.0,4.0,0.008,0.8275862068965516
GBM549,2.0,FBS,r03,2.0,500.0,6.0,0.012,1.6
GBM549,2.0,BMP4,r03,2.0,500.0,2.0,0.004,0.5
GBM549,2.0,MSC-EV,r03,2.0,500.0,1.0,0.002,0.2368421052631579
GBM549,2.0,MSC-BMP4,r03,2.0,500.0,2.0,0.004,0.4
GBM549,2.0,MSC-BMP4,r04,2.0,500.0,4.0,0.008,0.8
GBM549,2.0,MSC-EV,r04,2.0,500.0,8.0,0.016,1.8947368421052633
GBM549,2.0,BMP4,r04,2.0,500.0,6.0,0.012,1.5
GBM549,2.0,FBS,r04,2.0,500.0,1.0,0.002,0.26666666666666666
GBM549,2.0,CTRL,r04,2.0,500.0,1.0,0.002,0.2068965517241379
GBM549,2.0,CTRL,r05,2.0,500.0,2.0,0.004,0.4137931034482758
GBM549,2.0,BMP4,r05,2.0,500.0,3.0,0.006,0.75
GBM549,2.0,MSC-EV,r05,2.0,500.0,6.0,0.012,1.4210526315789476
GBM549,2.0,MSC-BMP4,r05,2.0,500.0,1.0,0.002,0.2
GBM549,2.0,MSC-BMP4,r06,2.0,500.0,3.0,0.006,0.6
GBM549,2.0,MSC-EV,r06,2.0,500.0,2.0,0.004,0.4736842105263158
GBM549,2.0,BMP4,r06,2.0,500.0,1.0,0.002,0.25
GBM549,2.0,FBS,r06,2.0,500.0,5.0,0.01,1.3333333333333335
GBM549,2.0,CTRL,r07,2.0,500.0,6.0,0.012,1.2413793103448274
GBM549,2.0,FBS,r07,2.0,500.0,2.0,0.004,0.5333333333333333
GBM549,2.0,BMP4,r07,2.0,500.0,2.0,0.004,0.5
GBM549,2.0,MSC-EV,r07,2.0,500.0,1.0,0.002,0.2368421052631579
GBM549,2.0,MSC-BMP4,r07,2.0,500.0,2.0,0.004,0.4
GBM549,2.0,MSC-BMP4,r08,2.0,500.0,1.0,0.002,0.2
GBM549,2.0,MSC-EV,r08,2.0,500.0,3.0,0.006,0.7105263157894738
GBM549,2.0,FBS,r08,2.0,500.0,2.0,0.004,0.5333333333333333
GBM549,2.0,CTRL,r08,2.0,500.0,2.0,0.004,0.4137931034482758
GBM549,2.0,CTRL,r09,2.0,500.0,3.0,0.006,0.6206896551724137
GBM549,2.0,BMP4,r09,2.0,500.0,2.0,0.004,0.5
GBM549,2.0,MSC-EV,r09,2.0,500.0,2.0,0.004,0.4736842105263158
GBM549,2.0,MSC-BMP4,r09,2.0,500.0,1.0,0.002,0.2
GBM549,2.0,MSC-BMP4,r10,2.0,500.0,3.0,0.006,0.6
GBM549,2.0,MSC-EV,r10,2.0,500.0,2.0,0.004,0.4736842105263158
GBM549,2.0,BMP4,r10,2.0,500.0,1.0,0.002,0.25
GBM549,2.0,FBS,r10,2.0,500.0,1.0,0.002,0.26666666666666666
GBM549,2.0,CTRL,r10,2.0,500.0,4.0,0.008,0.8275862068965516
GBM549,2.0,FBS,r11,2.0,500.0,5.0,0.01,1.3333333333333335
GBM549,2.0,BMP4,r11,2.0,500.0,1.0,0.002,0.25
GBM549,2.0,MSC-EV,r11,2.0,500.0,2.0,0.004,0.4736842105263158
GBM549,2.0,MSC-BMP4,r12,2.0,500.0,1.0,0.002,0.2
GBM549,2.0,MSC-EV,r12,2.0,500.0,3.0,0.006,0.7105263157894738
GBM549,2.0,BMP4,r12,2.0,500.0,1.0,0.002,0.25
GBM549,2.0,FBS,r12,2.0,500.0,2.0,0.004,0.5333333333333333
GBM549,2.0,CTRL,r12,2.0,500.0,2.0,0.004,0.4137931034482758
GBM965,6.0,CTRL,r01,0.0,500.0,16.0,0.032,1.3714285714285717
GBM965,6.0,CTRL,r02,0.0,500.0,16.0,0.032,1.3714285714285717
GBM965,6.0,CTRL,r03,0.0,500.0,7.0,0.014,0.6000000000000001
GBM965,6.0,CTRL,r04,0.0,500.0,6.0,0.012,0.5142857142857143
GBM965,6.0,CTRL,r05,0.0,500.0,7.0,0.014,0.6000000000000001
GBM965,6.0,CTRL,r06,0.0,500.0,9.0,0.018,0.7714285714285715
GBM965,6.0,CTRL,r07,0.0,500.0,8.0,0.016,0.6857142857142858
GBM965,6.0,CTRL,r09,0.0,500.0,14.0,0.028,1.2000000000000002
GBM965,6.0,CTRL,r10,0.0,500.0,22.0,0.044,1.885714285714286
GBM965,6.0,FBS,r01,0.0,500.0,13.0,0.026,2.3214285714285716
GBM965,6.0,FBS,r02,0.0,500.0,7.0,0.014,1.2500000000000002
GBM965,6.0,FBS,r03,0.0,500.0,3.0,0.006,0.5357142857142858
GBM965,6.0,FBS,r04,0.0,500.0,8.0,0.016,1.4285714285714288
GBM965,6.0,FBS,r05,0.0,500.0,2.0,0.004,0.3571428571428572
GBM965,6.0,FBS,r06,0.0,500.0,2.0,0.004,0.3571428571428572
GBM965,6.0,FBS,r07,0.0,500.0,4.0,0.008,0.7142857142857144
GBM965,6.0,FBS,r08,0.0,500.0,5.0,0.01,0.892857142857143
GBM965,6.0,FBS,r09,0.0,500.0,7.0,0.014,1.2500000000000002
GBM965,6.0,FBS,r10,0.0,500.0,5.0,0.01,0.892857142857143
GBM965,6.0,BMP4,r01,0.0,500.0,7.0,0.014,0.6847826086956521
GBM965,6.0,BMP4,r02,0.0,500.0,11.0,0.022,1.076086956521739
GBM965,6.0,BMP4,r04,0.0,500.0,9.0,0.018,0.8804347826086956
GBM965,6.0,BMP4,r05,0.0,500.0,11.0,0.022,1.076086956521739
GBM965,6.0,BMP4,r06,0.0,500.0,5.0,0.01,0.4891304347826087
GBM965,6.0,BMP4,r07,0.0,500.0,7.0,0.014,0.6847826086956521
GBM965,6.0,BMP4,r08,0.0,500.0,13.0,0.026,1.2717391304347825
GBM965,6.0,BMP4,r09,0.0,500.0,11.0,0.022,1.076086956521739
GBM965,6.0,BMP4,r10,0.0,500.0,18.0,0.036,1.7608695652173911
GBM965,6.0,MSC-EV,r03,0.0,500.0,7.0,0.014,0.7313432835820894
GBM965,6.0,MSC-EV,r05,0.0,500.0,5.0,0.01,0.5223880597014925
GBM965,6.0,MSC-EV,r06,0.0,500.0,13.0,0.026,1.3582089552238803
GBM965,6.0,MSC-EV,r07,0.0,500.0,11.0,0.022,1.1492537313432833
GBM965,6.0,MSC-EV,r08,0.0,500.0,11.0,0.022,1.1492537313432833
GBM965,6.0,MSC-EV,r09,0.0,500.0,12.0,0.024,1.253731343283582
GBM965,6.0,MSC-EV,r10,0.0,500.0,8.0,0.016,0.8358208955223879
GBM965,6.0,MSC-BMP4,r01,0.0,500.0,6.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r02,0.0,500.0,8.0,0.016,1.2203389830508475
GBM965,6.0,MSC-BMP4,r03,0.0,500.0,6.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r04,0.0,500.0,6.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r05,0.0,500.0,5.0,0.01,0.7627118644067797
GBM965,6.0,MSC-BMP4,r06,0.0,500.0,7.0,0.014,1.0677966101694916
GBM965,6.0,MSC-BMP4,r07,0.0,500.0,4.0,0.008,0.6101694915254238
GBM965,6.0,MSC-BMP4,r09,0.0,500.0,6.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r10,0.0,500.0,11.0,0.022,1.6779661016949152
GBM965,6.0,CTRL,r01,2.0,1000.0,18.0,0.018,0.7714285714285715
GBM965,6.0,CTRL,r02,2.0,1000.0,27.0,0.027,1.1571428571428573
GBM965,6.0,CTRL,r03,2.0,1000.0,24.0,0.024,1.0285714285714287
GBM965,6.0,CTRL,r06,2.0,1000.0,28.0,0.028,1.2000000000000002
GBM965,6.0,CTRL,r07,2.0,1000.0,29.0,0.029,1.242857142857143
GBM965,6.0,CTRL,r08,2.0,1000.0,22.0,0.022,0.942857142857143
GBM965,6.0,CTRL,r09,2.0,1000.0,27.0,0.027,1.1571428571428573
GBM965,6.0,CTRL,r10,2.0,1000.0,28.0,0.028,1.2000000000000002
GBM965,6.0,FBS,r01,2.0,1000.0,32.0,0.032,2.8571428571428577
GBM965,6.0,FBS,r02,2.0,1000.0,17.0,0.017,1.5178571428571432
GBM965,6.0,FBS,r04,2.0,1000.0,19.0,0.019,1.6964285714285716
GBM965,6.0,FBS,r05,2.0,1000.0,17.0,0.017,1.5178571428571432
GBM965,6.0,FBS,r07,2.0,1000.0,17.0,0.017,1.5178571428571432
GBM965,6.0,FBS,r08,2.0,1000.0,22.0,0.022,1.9642857142857144
GBM965,6.0,FBS,r10,2.0,1000.0,23.0,0.023,2.053571428571429
GBM965,6.0,BMP4,r01,2.0,1000.0,19.0,0.019,0.9293478260869564
GBM965,6.0,BMP4,r02,2.0,1000.0,17.0,0.017,0.8315217391304348
GBM965,6.0,BMP4,r03,2.0,1000.0,24.0,0.024,1.1739130434782608
GBM965,6.0,BMP4,r04,2.0,1000.0,17.0,0.017,0.8315217391304348
GBM965,6.0,BMP4,r06,2.0,1000.0,12.0,0.012,0.5869565217391304
GBM965,6.0,BMP4,r07,2.0,1000.0,22.0,0.022,1.076086956521739
GBM965,6.0,BMP4,r09,2.0,1000.0,29.0,0.029,1.4184782608695652
GBM965,6.0,BMP4,r10,2.0,1000.0,39.0,0.039,1.9076086956521738
GBM965,6.0,MSC-EV,r01,2.0,1000.0,45.0,0.045,2.350746268656716
GBM965,6.0,MSC-EV,r02,2.0,1000.0,32.0,0.032,1.6716417910447758
GBM965,6.0,MSC-EV,r03,2.0,1000.0,25.0,0.025,1.3059701492537312
GBM965,6.0,MSC-EV,r04,2.0,1000.0,15.0,0.015,0.7835820895522386
GBM965,6.0,MSC-EV,r05,2.0,1000.0,15.0,0.015,0.7835820895522386
GBM965,6.0,MSC-EV,r06,2.0,1000.0,19.0,0.019,0.9925373134328357
GBM965,6.0,MSC-EV,r07,2.0,1000.0,27.0,0.027,1.4104477611940296
GBM965,6.0,MSC-EV,r10,2.0,1000.0,13.0,0.013,0.6791044776119401
GBM965,6.0,MSC-BMP4,r01,2.0,1000.0,17.0,0.017,1.2966101694915257
GBM965,6.0,MSC-BMP4,r02,2.0,1000.0,16.0,0.016,1.2203389830508475
GBM965,6.0,MSC-BMP4,r03,2.0,1000.0,18.0,0.018,1.3728813559322035
GBM965,6.0,MSC-BMP4,r04,2.0,1000.0,12.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r05,2.0,1000.0,12.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r06,2.0,1000.0,12.0,0.012,0.9152542372881357
GBM965,6.0,MSC-BMP4,r07,2.0,1000.0,9.0,0.009,0.6864406779661018
GBM965,6.0,MSC-BMP4,r08,2.0,1000.0,9.0,0.009,0.6864406779661018
GBM965,6.0,MSC-BMP4,r09,2.0,1000.0,16.0,0.016,1.2203389830508475
GBM965,6.0,MSC-BMP4,r10,2.0,1000.0,15.0,0.015,1.1440677966101696
GBM965,6.0,CTRL,r01,4.0,2000.0,22.0,0.011,0.4714285714285715
GBM965,6.0,CTRL,r03,4.0,2000.0,21.0,0.0105,0.45000000000000007
GBM965,6.0,CTRL,r04,4.0,2000.0,24.0,0.012,0.5142857142857143
GBM965,6.0,CTRL,r05,4.0,2000.0,33.0,0.0165,0.7071428571428573
GBM965,6.0,CTRL,r07,4.0,2000.0,33.0,0.0165,0.7071428571428573
GBM965,6.0,CTRL,r08,4.0,2000.0,33.0,0.0165,0.7071428571428573
GBM965,6.0,CTRL,r09,4.0,2000.0,35.0,0.0175,0.7500000000000001
GBM965,6.0,CTRL,r10,4.0,2000.0,46.0,0.023,0.9857142857142858
GBM965,6.0,FBS,r01,4.0,2000.0,46.0,0.023,2.053571428571429
GBM965,6.0,FBS,r02,4.0,2000.0,33.0,0.0165,1.473214285714286
GBM965,6.0,FBS,r03,4.0,2000.0,21.0,0.0105,0.9375000000000002
GBM965,6.0,FBS,r04,4.0,2000.0,22.0,0.011,0.9821428571428572
GBM965,6.0,FBS,r05,4.0,2000.0,28.0,0.014,1.2500000000000002
GBM965,6.0,FBS,r06,4.0,2000.0,32.0,0.016,1.4285714285714288
GBM965,6.0,FBS,r07,4.0,2000.0,18.0,0.009,0.8035714285714286
GBM965,6.0,FBS,r08,4.0,2000.0,24.0,0.012,1.0714285714285716
GBM965,6.0,FBS,r10,4.0,2000.0,33.0,0.0165,1.473214285714286
GBM965,6.0,BMP4,r01,4.0,2000.0,25.0,0.0125,0.6114130434782609
GBM965,6.0,BMP4,r02,4.0,2000.0,24.0,0.012,0.5869565217391304
GBM965,6.0,BMP4,r05,4.0,2000.0,32.0,0.016,0.7826086956521738
GBM965,6.0,BMP4,r06,4.0,2000.0,41.0,0.0205,1.002717391304348
GBM965,6.0,BMP4,r07,4.0,2000.0,29.0,0.0145,0.7092391304347826
GBM965,6.0,BMP4,r08,4.0,2000.0,34.0,0.017,0.8315217391304348
GBM965,6.0,BMP4,r09,4.0,2000.0,43.0,0.0215,1.0516304347826086
GBM965,6.0,BMP4,r10,4.0,2000.0,37.0,0.0185,0.9048913043478259
GBM965,6.0,MSC-EV,r01,4.0,2000.0,51.0,0.0255,1.3320895522388057
GBM965,6.0,MSC-EV,r03,4.0,2000.0,29.0,0.0145,0.7574626865671641
GBM965,6.0,MSC-EV,r04,4.0,2000.0,38.0,0.019,0.9925373134328357
GBM965,6.0,MSC-EV,r05,4.0,2000.0,36.0,0.018,0.9402985074626864
GBM965,6.0,MSC-EV,r06,4.0,2000.0,42.0,0.021,1.0970149253731343
GBM965,6.0,MSC-EV,r07,4.0,2000.0,29.0,0.0145,0.7574626865671641
GBM965,6.0,MSC-EV,r08,4.0,2000.0,27.0,0.0135,0.7052238805970148
GBM965,6.0,MSC-EV,r09,4.0,2000.0,28.0,0.014,0.7313432835820894
GBM965,6.0,MSC-EV,r10,4.0,2000.0,25.0,0.0125,0.6529850746268656
GBM965,6.0,MSC-BMP4,r01,4.0,2000.0,21.0,0.0105,0.8008474576271187
GBM965,6.0,MSC-BMP4,r02,4.0,2000.0,23.0,0.0115,0.8771186440677967
GBM965,6.0,MSC-BMP4,r03,4.0,2000.0,22.0,0.011,0.8389830508474576
GBM965,6.0,MSC-BMP4,r06,4.0,2000.0,12.0,0.006,0.45762711864406785
GBM965,6.0,MSC-BMP4,r07,4.0,2000.0,14.0,0.007,0.5338983050847458
GBM965,6.0,MSC-BMP4,r08,4.0,2000.0,18.0,0.009,0.6864406779661018
GBM965,6.0,MSC-BMP4,r09,4.0,2000.0,32.0,0.016,1.2203389830508475
GBM965,6.0,MSC-BMP4,r10,4.0,2000.0,34.0,0.017,1.2966101694915257
GBM965,6.0,CTRL,r01,5.0,4000.0,29.0,0.00725,0.3107142857142858
GBM965,6.0,CTRL,r02,5.0,4000.0,42.0,0.0105,0.45000000000000007
GBM965,6.0,CTRL,r03,5.0,4000.0,28.0,0.007,0.30000000000000004
GBM965,6.0,CTRL,r04,5.0,4000.0,32.0,0.008,0.3428571428571429
GBM965,6.0,CTRL,r05,5.0,4000.0,33.0,0.00825,0.35357142857142865
GBM965,6.0,CTRL,r06,5.0,4000.0,27.0,0.00675,0.2892857142857143
GBM965,6.0,CTRL,r08,5.0,4000.0,37.0,0.00925,0.39642857142857146
GBM965,6.0,CTRL,r09,5.0,4000.0,39.0,0.00975,0.4178571428571429
GBM965,6.0,CTRL,r10,5.0,4000.0,59.0,0.01475,0.6321428571428572
GBM965,6.0,FBS,r02,5.0,4000.0,43.0,0.01075,0.9598214285714286
GBM965,6.0,FBS,r03,5.0,4000.0,46.0,0.0115,1.0267857142857144
GBM965,6.0,FBS,r04,5.0,4000.0,34.0,0.0085,0.7589285714285716
GBM965,6.0,FBS,r05,5.0,4000.0,26.0,0.0065,0.5803571428571429
GBM965,6.0,FBS,r06,5.0,4000.0,26.0,0.0065,0.5803571428571429
GBM965,6.0,FBS,r07,5.0,4000.0,27.0,0.00675,0.6026785714285715
GBM965,6.0,FBS,r08,5.0,4000.0,19.0,0.00475,0.4241071428571429
GBM965,6.0,FBS,r09,5.0,4000.0,24.0,0.006,0.5357142857142858
GBM965,6.0,FBS,r10,5.0,4000.0,26.0,0.0065,0.5803571428571429
GBM965,6.0,BMP4,r01,5.0,4000.0,29.0,0.00725,0.3546195652173913
GBM965,6.0,BMP4,r02,5.0,4000.0,24.0,0.006,0.2934782608695652
GBM965,6.0,BMP4,r03,5.0,4000.0,29.0,0.00725,0.3546195652173913
GBM965,6.0,BMP4,r04,5.0,4000.0,29.0,0.00725,0.3546195652173913
GBM965,6.0,BMP4,r05,5.0,4000.0,32.0,0.008,0.3913043478260869
GBM965,6.0,BMP4,r06,5.0,4000.0,27.0,0.00675,0.33016304347826086
GBM965,6.0,BMP4,r07,5.0,4000.0,29.0,0.00725,0.3546195652173913
GBM965,6.0,BMP4,r08,5.0,4000.0,36.0,0.009,0.4402173913043478
GBM965,6.0,BMP4,r09,5.0,4000.0,64.0,0.016,0.7826086956521738
GBM965,6.0,BMP4,r10,5.0,4000.0,64.0,0.016,0.7826086956521738
GBM965,6.0,MSC-EV,r01,5.0,4000.0,74.0,0.0185,0.966417910447761
GBM965,6.0,MSC-EV,r02,5.0,4000.0,56.0,0.014,0.7313432835820894
GBM965,6.0,MSC-EV,r03,5.0,4000.0,38.0,0.0095,0.49626865671641784
GBM965,6.0,MSC-EV,r04,5.0,4000.0,44.0,0.011,0.5746268656716417
GBM965,6.0,MSC-EV,r05,5.0,4000.0,41.0,0.01025,0.5354477611940298
GBM965,6.0,MSC-EV,r06,5.0,4000.0,44.0,0.011,0.5746268656716417
GBM965,6.0,MSC-EV,r07,5.0,4000.0,43.0,0.01075,0.5615671641791044
GBM965,6.0,MSC-EV,r08,5.0,4000.0,44.0,0.011,0.5746268656716417
GBM965,6.0,MSC-EV,r09,5.0,4000.0,29.0,0.00725,0.37873134328358204
GBM965,6.0,MSC-EV,r10,5.0,4000.0,42.0,0.0105,0.5485074626865671
GBM965,6.0,MSC-BMP4,r01,5.0,4000.0,22.0,0.0055,0.4194915254237288
GBM965,6.0,MSC-BMP4,r02,5.0,4000.0,24.0,0.006,0.45762711864406785
GBM965,6.0,MSC-BMP4,r03,5.0,4000.0,27.0,0.00675,0.5148305084745763
GBM965,6.0,MSC-BMP4,r04,5.0,4000.0,22.0,0.0055,0.4194915254237288
GBM965,6.0,MSC-BMP4,r05,5.0,4000.0,23.0,0.00575,0.43855932203389836
GBM965,6.0,MSC-BMP4,r06,5.0,4000.0,44.0,0.011,0.8389830508474576
GBM965,6.0,MSC-BMP4,r07,5.0,4000.0,23.0,0.00575,0.43855932203389836
GBM965,6.0,MSC-BMP4,r08,5.0,4000.0,27.0,0.00675,0.5148305084745763
GBM965,6.0,MSC-BMP4,r09,5.0,4000.0,33.0,0.00825,0.6292372881355933
GBM965,6.0,MSC-BMP4,r10,5.0,4000.0,42.0,0.0105,0.8008474576271187
GBM965,6.0,CTRL,r01,6.0,8000.0,34.0,0.00425,0.18214285714285716
GBM965,6.0,CTRL,r02,6.0,8000.0,38.0,0.00475,0.2035714285714286
GBM965,6.0,CTRL,r03,6.0,8000.0,26.0,0.00325,0.1392857142857143
